a|A0
cheng|TR E0 NGZ
chèng|TR E1 NGZ
chẻng|TR E3 NGZ
chẽng|TR E2 NGZ
chéng|TR E4 NGZ
chẹng|TR E5 NGZ
cheo|TR E0 UZ
chèo|TR E1 UZ
chẻo|TR E3 UZ
chẽo|TR E2 UZ
chéo|TR E4 UZ
chẹo|TR E5 UZ
chep|TR E4 PC
chép|TR E4 PC
chẹp|TR E5 PC
chét|TR E4 TC
chẹt|TR E5 TC
chê|TR EE0
chề|TR EE1
chể|TR EE3
chễ|TR EE2
chế|TR EE4
chệ|TR EE5
chếc|TR EE4 KC
chếch|TR EE4 KC
chệch|TR EE5 KC
chêm|TR EE0 MZ
chềm|TR EE1 MZ
chểm|TR EE3 MZ
chễm|TR EE2 MZ
chếm|TR EE4 MZ
chệm|TR EE5 MZ
chên|TR EE0 NZ
chền|TR EE1 NZ
chển|TR EE3 NZ
chễn|TR EE2 NZ
chến|TR EE4 NZ
chện|TR EE5 NZ
chêng|TR EE0 NGZ
chênh|TR EE0 NGZ
chềnh|TR EE1 NGZ
chểnh|TR EE3 NGZ
chễnh|TR EE2 NGZ
chếnh|TR EE4 NGZ
chệnh|TR EE5 NGZ
chêp|TR EE4 PC
chếp|TR EE4 PC
chệp|TR EE5 PC
chêt|TR EE4 TC
chết|TR EE4 TC
chệt|TR EE5 TC
chêu|TR EE0 UZ
chều|TR EE1 UZ
chểu|TR EE3 UZ
chễu|TR EE2 UZ
chếu|TR EE4 UZ
chệu|TR EE5 UZ
chi|TR I0
chì|TR I1
chỉ|TR I3
chĩ|TR I2
chí|TR I4
chị|TR I5
chia|TR IE0
chìa|TR IE1
chỉa|TR IE3
chĩa|TR IE2
chía|TR IE4
chịa|TR IE5
chích|TR I4 KC
chịch|TR I5 KC
chiêc|TR IE4 KC
chiếc|TR IE4 KC
chiệc|TR IE5 KC
chiêm|TR IE0 MZ
chiềm|TR IE1 MZ
chiểm|TR IE3 MZ
chiễm|TR IE2 MZ
chiếm|TR IE4 MZ
chiệm|TR IE5 MZ
chiên|TR IE0 NZ
chiền|TR IE1 NZ
chiển|TR IE3 NZ
chiễn|TR IE2 NZ
chiến|TR IE4 NZ
chiện|TR IE5 NZ
chiêng|TR IE0 NGZ
chiềng|TR IE1 NGZ
chiểng|TR IE3 NGZ
chiễng|TR IE2 NGZ
chiếng|TR IE4 NGZ
chiệng|TR IE5 NGZ
chiêp|TR IE4 PC
chiếp|TR IE4 PC
chiệp|TR IE5 PC
chiêt|TR IE4 TC
chiết|TR IE4 TC
chiệt|TR IE5 TC
chiêu|TR IE0 UZ
chiều|TR IE1 UZ
chiểu|TR IE3 UZ
chiễu|TR IE2 UZ
chiếu|TR IE4 UZ
chiệu|TR IE5 UZ
chim|TR I0 MZ
chìm|TR I1 MZ
chỉm|TR I3 MZ
chĩm|TR I2 MZ
chím|TR I4 MZ
chịm|TR I5 MZ
chin|TR I0 NZ
chìn|TR I1 NZ
chỉn|TR I3 NZ
chĩn|TR I2 NZ
chín|TR I4 NZ
chịn|TR I5 NZ
chinh|TR I0 NGZ
chình|TR I1 NGZ
chỉnh|TR I3 NGZ
chĩnh|TR I2 NGZ
chính|TR I4 NGZ
chịnh|TR I5 NGZ
chip|TR I4 PC
chíp|TR I4 PC
chịp|TR I5 PC
chít|TR I4 TC
chịt|TR I5 TC
chiu|TR I0 UZ
chìu|TR I1 UZ
chỉu|TR I3 UZ
chĩu|TR I2 UZ
chíu|TR I4 UZ
chịu|TR I5 UZ
cho|TR O0
chò|TR O1
chỏ|TR O3
chõ|TR O2
chó|TR O4
chọ|TR O5
choa|TR W A0
chòa|TR W A1
chỏa|TR W A3
chõa|TR W A2
chóa|TR W A4
chọa|TR W A5
choác|TR W A4 KC
choạc|TR W A5 KC
chóac|TR W A4 KC
chọac|TR W A5 KC
choach|TR W EA4 KC
choách|TR W EA4 KC
choạch|TR W EA5 KC
choai|TR W A0 IZ
choài|TR W A1 IZ
choải|TR W A3 IZ
choãi|TR W A2 IZ
choái|TR W A4 IZ
choại|TR W A5 IZ
chõai|TR W A2 IZ
choam|TR W A0 MZ
choàm|TR W A1 MZ
choảm|TR W A3 MZ
choãm|TR W A2 MZ
choám|TR W A4 MZ
choạm|TR W A5 MZ
choan|TR W A0 NZ
choàn|TR W A1 NZ
choản|TR W A3 NZ
choãn|TR W A2 NZ
choán|TR W A4 NZ
choạn|TR W A5 NZ
chóan|TR W A4 NZ
choang|TR W A0 NGZ
choàng|TR W A1 NGZ
choảng|TR W A3 NGZ
choãng|TR W A2 NGZ
choáng|TR W A4 NGZ
choạng|TR W A5 NGZ
chòang|TR W A1 NGZ
chỏang|TR W A3 NGZ
chóang|TR W A4 NGZ
chọang|TR W A5 NGZ
choanh|TR W EA0 NGZ
choành|TR W EA1 NGZ
choảnh|TR W EA3 NGZ
choãnh|TR W EA2 NGZ
choánh|TR W EA4 NGZ
choạnh|TR W EA5 NGZ
choap|TR W A4 PC
choáp|TR W A4 PC
choạp|TR W A5 PC
choat|TR W A4 TC
choát|TR W A4 TC
choạt|TR W A5 TC
choay|TR W AW0 IZ
choày|TR W AW1 IZ
choảy|TR W AW3 IZ
choãy|TR W AW2 IZ
choáy|TR W AW4 IZ
choạy|TR W AW5 IZ
choăc|TR W AW4 KC
choắc|TR W AW4 KC
choặc|TR W AW5 KC
choăm|TR W AW0 MZ
choằm|TR W AW1 MZ
choẳm|TR W AW3 MZ
choẵm|TR W AW2 MZ
choắm|TR W AW4 MZ
choặm|TR W AW5 MZ
choăn|TR W AW0 NZ
choằn|TR W AW1 NZ
choẳn|TR W AW3 NZ
choẵn|TR W AW2 NZ
choắn|TR W AW4 NZ
choặn|TR W AW5 NZ
choăng|TR W AW0 NGZ
choằng|TR W AW1 NGZ
choẳng|TR W AW3 NGZ
choẵng|TR W AW2 NGZ
choắng|TR W AW4 NGZ
choặng|TR W AW5 NGZ
choăt|TR W AW4 TC
choắt|TR W AW4 TC
choặt|TR W AW5 TC
chóc|TR OA4 KC
chọc|TR OA5 KC
choe|TR W E0
choè|TR W E1
choé|TR W E4
choẹ|TR W E5
chòe|TR W E1
chỏe|TR W E3
chõe|TR W E2
chóe|TR W E4
chọe|TR W E5
choem|TR W E0 MZ
choèm|TR W E1 MZ
choẻm|TR W E3 MZ
choẽm|TR W E2 MZ
choém|TR W E4 MZ
choẹm|TR W E5 MZ
choen|TR W E0 NZ
choèn|TR W E1 NZ
choẻn|TR W E3 NZ
choẽn|TR W E2 NZ
choén|TR W E4 NZ
choẹn|TR W E5 NZ
chòen|TR W E1 NZ
choeo|TR W E0 UZ
choèo|TR W E1 UZ
choẻo|TR W E3 UZ
choẽo|TR W E2 UZ
choéo|TR W E4 UZ
choẹo|TR W E5 UZ
choet|TR W E4 TC
choét|TR W E4 TC
choẹt|TR W E5 TC
chọet|TR W E5 TC
choi|TR O0 IZ
chòi|TR O1 IZ
chỏi|TR O3 IZ
chõi|TR O2 IZ
chói|TR O4 IZ
chọi|TR O5 IZ
chom|TR O0 MZ
chòm|TR O1 MZ
chỏm|TR O3 MZ
chõm|TR O2 MZ
chóm|TR O4 MZ
chọm|TR O5 MZ
chon|TR O0 NZ
chòn|TR O1 NZ
chỏn|TR O3 NZ
chõn|TR O2 NZ
chón|TR O4 NZ
chọn|TR O5 NZ
chong|TR OA0 NGZ
chòng|TR OA1 NGZ
chỏng|TR OA3 NGZ
chõng|TR OA2 NGZ
chóng|TR OA4 NGZ
chọng|TR OA5 NGZ
choóc|TR O4 OA4 KC
choọc|TR O5 OA5 KC
choong|TR O0 NGZ
choòng|TR O0 NGZ
choỏng|TR O0 NGZ
choõng|TR O0 NGZ
choóng|TR O0 NGZ
choọng|TR O0 NGZ
chóp|TR O4 PC
chọp|TR O5 PC
chót|TR O4 TC
chọt|TR O5 TC
chô|TR OO0
chồ|TR OO1
chổ|TR OO3
chỗ|TR OO2
chố|TR OO4
chộ|TR OO5
chôc|TR OO4 KC
chốc|TR OO4 KC
chộc|TR OO5 KC
chôi|TR OO0 IZ
chồi|TR OO1 IZ
chổi|TR OO3 IZ
chỗi|TR OO2 IZ
chối|TR OO4 IZ
chội|TR OO5 IZ
chôm|TR OO0 MZ
chồm|TR OO1 MZ
chổm|TR OO3 MZ
chỗm|TR OO2 MZ
chốm|TR OO4 MZ
chộm|TR OO5 MZ
chôn|TR OO0 NZ
chồn|TR OO1 NZ
chổn|TR OO3 NZ
chỗn|TR OO2 NZ
chốn|TR OO4 NZ
chộn|TR OO5 NZ
chông|TR OO0 NGZ
chồng|TR OO1 NGZ
chổng|TR OO3 NGZ
chỗng|TR OO2 NGZ
chống|TR OO4 NGZ
chộng|TR OO5 NGZ
chôp|TR OO4 PC
chốp|TR OO4 PC
chộp|TR OO5 PC
chốt|TR OO4 TC
chột|TR OO5 TC
chơ|TR OW0
chờ|TR OW1
chở|TR OW3
chỡ|TR OW2
chớ|TR OW4
chợ|TR OW5
chớc|TR OW4 KC
chơi|TR OW0 IZ
chời|TR OW1 IZ
chởi|TR OW3 IZ
chỡi|TR OW2 IZ
chới|TR OW4 IZ
chợi|TR OW5 IZ
chơm|TR OW0 MZ
chờm|TR OW1 MZ
chởm|TR OW3 MZ
chỡm|TR OW2 MZ
chớm|TR OW4 MZ
chợm|TR OW5 MZ
chơn|TR OW0 NZ
chờn|TR OW1 NZ
chởn|TR OW3 NZ
chỡn|TR OW2 NZ
chớn|TR OW4 NZ
chợn|TR OW5 NZ
chớp|TR OW4 PC
chợp|TR OW5 PC
chớt|TR OW4 TC
chợt|TR OW5 TC
chu|TR U0
chù|TR U1
chủ|TR U3
chũ|TR U2
chú|TR U4
chụ|TR U5
chua|TR UO0
chùa|TR UO1
chủa|TR UO3
chũa|TR UO2
chúa|TR UO4
chụa|TR UO5
chuân|TR W AA0 NZ
chuần|TR W AA1 NZ
chuẩn|TR W AA3 NZ
chuẫn|TR W AA2 NZ
chuấn|TR W AA4 NZ
chuận|TR W AA5 NZ
chuâng|TR W AA0 NGZ
chuầng|TR W AA1 NGZ
chuẩng|TR W AA3 NGZ
chuẫng|TR W AA2 NGZ
chuấng|TR W AA4 NGZ
chuậng|TR W AA5 NGZ
chuât|TR W AA4 TC
chuất|TR W AA4 TC
chuật|TR W AA5 TC
chuây|TR W AA0 IZ
chuầy|TR W AA1 IZ
chuẩy|TR W AA3 IZ
chuẫy|TR W AA2 IZ
chuấy|TR W AA4 IZ
chuậy|TR W AA5 IZ
chúc|TR U4 KC
chục|TR U5 KC
chuê|TR W EE0
chuề|TR W EE1
chuể|TR W EE3
chuễ|TR W EE2
chuế|TR W EE4
chuệ|TR W EE5
chuếch|TR W EE4 KC
chuệch|TR W EE5 KC
chuênh|TR W EE0 NGZ
chuềnh|TR W EE1 NGZ
chuểnh|TR W EE3 NGZ
chuễnh|TR W EE2 NGZ
chuếnh|TR W EE4 NGZ
chuệnh|TR W EE5 NGZ
chui|TR U0 IZ
chùi|TR U1 IZ
chủi|TR U3 IZ
chũi|TR U2 IZ
chúi|TR U4 IZ
chụi|TR U5 IZ
chum|TR U0 MZ
chùm|TR U1 MZ
chủm|TR U3 MZ
chũm|TR U2 MZ
chúm|TR U4 MZ
chụm|TR U5 MZ
chun|TR U0 NZ
chùn|TR U1 NZ
chủn|TR U3 NZ
chũn|TR U2 NZ
chún|TR U4 NZ
chụn|TR U5 NZ
chung|TR U0 NGZ
chùng|TR U1 NGZ
chủng|TR U3 NGZ
chũng|TR U2 NGZ
chúng|TR U4 NGZ
chụng|TR U5 NGZ
chuốc|TR UO4 KC
chuộc|TR UO5 KC
chuôi|TR UO0 IZ
chuồi|TR UO1 IZ
chuổi|TR UO3 IZ
chuỗi|TR UO2 IZ
chuối|TR UO4 IZ
chuội|TR UO5 IZ
chuôm|TR UO0 MZ
chuồm|TR UO1 MZ
chuổm|TR UO3 MZ
chuỗm|TR UO2 MZ
chuốm|TR UO4 MZ
chuộm|TR UO5 MZ
chuôn|TR UO0 NZ
chuồn|TR UO1 NZ
chuổn|TR UO3 NZ
chuỗn|TR UO2 NZ
chuốn|TR UO4 NZ
chuộn|TR UO5 NZ
chuông|TR UO0 NGZ
chuồng|TR UO1 NGZ
chuổng|TR UO3 NGZ
chuỗng|TR UO2 NGZ
chuống|TR UO4 NGZ
chuộng|TR UO5 NGZ
chuốt|TR UO4 TC
chuột|TR UO5 TC
chuơ|TR W OW0
chuờ|TR W OW1
chuở|TR W OW3
chuỡ|TR W OW2
chuớ|TR W OW4
chuợ|TR W OW5
chúp|TR U4 PC
chụp|TR U5 PC
chút|TR U4 TC
chụt|TR U5 TC
chuy|TR W I0
chuỳ|TR W I1
chùy|TR W I1
chủy|TR W I3
chũy|TR W I2
chúy|TR W I4
chụy|TR W IZ
chuya|TR W IE0
chuỳa|TR W IE1
chuỷa|TR W IE3
chuỹa|TR W IE2
chuýa|TR W IE4
chuỵa|TR W IE5
chuých|TR W I4 KC
chuỵch|TR W I5 KC
chuyên|TR W IE0 NZ
chuyền|TR W IE1 NZ
chuyển|TR W IE3 NZ
chuyễn|TR W IE2 NZ
chuyến|TR W IE4 NZ
chuyện|TR W IE5 NZ
chuyết|TR W IE4 TC
chuyệt|TR W IE5 TC
chuyn|TR W I0 NZ
chuỳn|TR W I1 NZ
chuỷn|TR W I3 NZ
chuỹn|TR W I2 NZ
chuýn|TR W I4 NZ
chuỵn|TR W I5 NZ
chuynh|TR W I0 NGZ
chuỳnh|TR W I1 NGZ
chuỷnh|TR W I3 NGZ
chuỹnh|TR W I2 NGZ
chuýnh|TR W I4 NGZ
chuỵnh|TR W I5 NGZ
chuyp|TR W I4 PC
chuýp|TR W I4 PC
chuỵp|TR W I5 PC
chuyt|TR W I4 TC
chuýt|TR W I4 TC
chuỵt|TR W I5 TC
chuyu|TR W I0 UZ
chuỳu|TR W I1 UZ
chuỷu|TR W I3 UZ
chuỹu|TR W I2 UZ
chuýu|TR W I4 UZ
chuỵu|TR W I5 UZ
chư|TR UW0
chừ|TR UW1
chử|TR UW3
chữ|TR UW2
chứ|TR UW4
chự|TR UW5
chưa|TR WA0
chừa|TR WA1
chửa|TR WA3
chữa|TR WA2
chứa|TR WA4
chựa|TR WA5
chức|TR UW4 KC
chực|TR UW5 KC
chưi|TR UW0 IZ
chừi|TR UW1 IZ
chửi|TR UW3 IZ
chữi|TR UW2 IZ
chứi|TR UW4 IZ
chựi|TR UW5 IZ
chưm|TR UW0 MZ
chừm|TR UW1 MZ
chửm|TR UW3 MZ
chữm|TR UW2 MZ
chứm|TR UW4 MZ
chựm|TR UW5 MZ
chưn|TR UW0 NZ
chừn|TR UW1 NZ
chửn|TR UW3 NZ
chữn|TR UW2 NZ
chứn|TR UW4 NZ
chựn|TR UW5 NZ
chưng|TR UW0 NGZ
chừng|TR UW1 NGZ
chửng|TR UW3 NGZ
chững|TR UW2 NGZ
chứng|TR UW4 NGZ
chựng|TR UW5 NGZ
chước|TR WA4 KC
chược|TR WA5 KC
chươi|TR WA0 IZ
chười|TR WA1 IZ
chưởi|TR WA3 IZ
chưỡi|TR WA2 IZ
chưới|TR WA4 IZ
chượi|TR WA5 IZ
chươm|TR WA0 MZ
chườm|TR WA1 MZ
chưởm|TR WA3 MZ
chưỡm|TR WA2 MZ
chướm|TR WA4 MZ
chượm|TR WA5 MZ
chươn|TR WA0 NZ
chườn|TR WA1 NZ
chưởn|TR WA3 NZ
chưỡn|TR WA2 NZ
chướn|TR WA4 NZ
chượn|TR WA5 NZ
chương|TR WA0 NGZ
chường|TR WA1 NGZ
chưởng|TR WA3 NGZ
chưỡng|TR WA2 NGZ
chướng|TR WA4 NGZ
chượng|TR WA5 NGZ
chướp|TR WA4 PC
chượp|TR WA5 PC
chướt|TR WA4 TC
chượt|TR WA5 TC
chươu|TR WA0 UZ
chườu|TR WA1 UZ
chưởu|TR WA3 UZ
chưỡu|TR WA2 UZ
chướu|TR WA4 UZ
chượu|TR WA5 UZ
chứt|TR UW4 TC
chựt|TR UW5 TC
chưu|TR UW0 UZ
chừu|TR UW1 UZ
chửu|TR UW3 UZ
chữu|TR UW2 UZ
chứu|TR UW4 UZ
chựu|TR UW5 UZ
chy|TR I0
chỳ|TR I1
chỷ|TR I3
chỹ|TR I2
chý|TR I4
chỵ|TR I5
ci|K IZ
cin|K I0 NZ
ciu|K I0 UZ
clai|K L A0 IZ
co|K O0
cò|K O1
cỏ|K O3
cõ|K O2
có|K O4
cọ|K O5
coa|K W A0
còa|K W A1
cỏa|K W A3
cõa|K W A2
cóa|K W A4
cọa|K W A5
coác|K W A4 KC
coạc|K W A5 KC
coách|K W EA4 KC
coai|K W A0 IZ
coài|K W A1 IZ
coải|K W A3 IZ
coãi|K W A2 IZ
coái|K W A4 IZ
coại|K W A5 IZ
coát|K W A4 TC
cóc|K OA4 KC
cọc|K OA5 KC
coem|K W E0 MZ
coèm|K W E1 MZ
coẻm|K W E3 MZ
coẽm|K W E2 MZ
coém|K W E4 MZ
coẹm|K W E5 MZ
coeo|K W E0 UZ
coèo|K W E1 UZ
coẻo|K W E3 UZ
coẽo|K W E2 UZ
coéo|K W E4 UZ
coẹo|K W E5 UZ
coi|K O0 IZ
còi|K O1 IZ
cỏi|K O3 IZ
cõi|K O2 IZ
cói|K O4 IZ
cọi|K O5 IZ
com|K O0 MZ
còm|K O1 MZ
cỏm|K O3 MZ
cõm|K O2 MZ
cóm|K O4 MZ
cọm|K O5 MZ
con|K O0 NZ
còn|K O1 NZ
cỏn|K O3 NZ
cõn|K O2 NZ
cón|K O4 NZ
cọn|K O5 NZ
cong|K OA0 NGZ
còng|K OA1 NGZ
cỏng|K OA3 NGZ
cõng|K OA2 NGZ
cóng|K OA4 NGZ
cọng|K OA5 NGZ
coóc|K O4 OA4 KC
cóp|K O4 PC
cọp|K O5 PC
cót|K O4 TC
cọt|K O5 TC
cô|K OO0
cồ|K OO1
cổ|K OO3
cỗ|K OO2
cố|K OO4
cộ|K OO5
cốc|K OO4 KC
cộc|K OO5 KC
côi|K OO0 IZ
cồi|K OO1 IZ
cổi|K OO3 IZ
cỗi|K OO2 IZ
cối|K OO4 IZ
cội|K OO5 IZ
côm|K OO0 MZ
cồm|K OO1 MZ
cổm|K OO3 MZ
cỗm|K OO2 MZ
cốm|K OO4 MZ
cộm|K OO5 MZ
côn|K OO0 NZ
cồn|K OO1 NZ
cổn|K OO3 NZ
cỗn|K OO2 NZ
cốn|K OO4 NZ
cộn|K OO5 NZ
công|K OO0 NGZ
cồng|K OO1 NGZ
cổng|K OO3 NGZ
cỗng|K OO2 NGZ
cống|K OO4 NGZ
cộng|K OO5 NGZ
cốp|K OO4 PC
cộp|K OO5 PC
cốt|K OO4 TC
cột|K OO5 TC
cơ|K OW0
cờ|K OW1
cở|K OW3
cỡ|K OW2
cớ|K OW4
cợ|K OW5
cơi|K OW0 IZ
cời|K OW1 IZ
cởi|K OW3 IZ
cỡi|K OW2 IZ
cới|K OW4 IZ
cợi|K OW5 IZ
cơm|K OW0 MZ
cờm|K OW1 MZ
cởm|K OW3 MZ
cỡm|K OW2 MZ
cớm|K OW4 MZ
cợm|K OW5 MZ
cơn|K OW0 NZ
cờn|K OW1 NZ
cởn|K OW3 NZ
cỡn|K OW2 NZ
cớn|K OW4 NZ
cợn|K OW5 NZ
cớt|K OW4 TC
cợt|K OW5 TC
cu|K U0
cù|K U1
củ|K U3
cũ|K U2
cú|K U4
cụ|K U5
cua|K UO0
cùa|K UO1
của|K UO3
cũa|K UO2
cúa|K UO4
cụa|K UO5
cúc|K U4 KC
cục|K U5 KC
cui|K U0 IZ
cùi|K U1 IZ
củi|K U3 IZ
cũi|K U2 IZ
cúi|K U4 IZ
cụi|K U5 IZ
cum|K U0 MZ
cùm|K U1 MZ
củm|K U3 MZ
cũm|K U2 MZ
cúm|K U4 MZ
cụm|K U5 MZ
cun|K U0 NZ
cùn|K U1 NZ
củn|K U3 NZ
cũn|K U2 NZ
cún|K U4 NZ
cụn|K U5 NZ
cung|K U0 NGZ
cùng|K U1 NGZ
củng|K U3 NGZ
cũng|K U2 NGZ
cúng|K U4 NGZ
cụng|K U5 NGZ
cuốc|K UO4 KC
cuộc|K UO5 KC
cuối|K UO4 IZ
cuội|K UO5 IZ
cuỗm|K UO2 MZ
cuồn|K UO1 NZ
cuốn|K UO4 NZ
cuộn|K UO5 NZ
cuông|K UO0 NGZ
cuồng|K UO1 NGZ
cuổng|K UO3 NGZ
cuỗng|K UO2 NGZ
cuống|K UO4 NGZ
cuộng|K UO5 NGZ
cúp|K U4 PC
cụp|K U5 PC
cút|K U4 TC
cụt|K U5 TC
cuynh|K W I0 NGZ
cuỳnh|K W I1 NGZ
cuỷnh|K W I3 NGZ
cuỹnh|K W I2 NGZ
cuýnh|K W I4 NGZ
cuỵnh|K W I5 NGZ
cuyp|K W I4 PC
cuýp|K W I4 PC
cuỵp|K W I5 PC
cuyt|K W I4 TC
cuýt|K W I4 TC
cuỵt|K W I5 TC
cuyu|K W I0 UZ
cuỳu|K W I1 UZ
cuỷu|K W I3 UZ
cuỹu|K W I2 UZ
cuýu|K W I4 UZ
cuỵu|K W I5 UZ
cư|K UW0
cừ|K UW1
cử|K UW3
cữ|K UW2
cứ|K UW4
cự|K UW5
cưa|K WA0
cừa|K WA1
cửa|K WA3
cữa|K WA2
cứa|K WA4
cựa|K WA5
cực|K UW5 KC
cửi|K UW3 IZ
cừn|K UW1 NZ
cưng|K UW0 NGZ
cừng|K UW1 NGZ
cửng|K UW3 NGZ
cững|K UW2 NGZ
cứng|K UW4 NGZ
cựng|K UW5 NGZ
cước|K WA4 KC
cược|K WA5 KC
cười|K WA1 IZ
cưỡi|K WA2 IZ
cưới|K WA4 IZ
cườm|K WA1 MZ
cương|K WA0 NGZ
cường|K WA1 NGZ
cưởng|K WA3 NGZ
cưỡng|K WA2 NGZ
cướng|K WA4 NGZ
cượng|K WA5 NGZ
cướp|K WA4 PC
cứt|K UW4 TC
cưu|K UW0 UZ
cừu|K UW1 UZ
cửu|K UW3 UZ
cữu|K UW2 UZ
cứu|K UW4 UZ
cựu|K UW5 UZ
da|D A0
dà|D A1
dả|D A3
dã|D A2
dá|D A4
dạ|D A5
dác|D A4 KC
dạc|D A5 KC
dách|D EA4 KC
dai|D A0 IZ
dài|D A1 IZ
dải|D A3 IZ
dãi|D A2 IZ
dái|D A4 IZ
dại|D A5 IZ
dam|D A0 MZ
dàm|D A1 MZ
dảm|D A3 MZ
dãm|D A2 MZ
dám|D A4 MZ
dạm|D A5 MZ
dan|D A0 NZ
dàn|D A1 NZ
dản|D A3 NZ
dãn|D A2 NZ
dán|D A4 NZ
dạn|D A5 NZ
dang|D A0 NGZ
dàng|D A1 NGZ
dảng|D A3 NGZ
dãng|D A2 NGZ
dáng|D A4 NGZ
dạng|D A5 NGZ
danh|D EA0 NGZ
dành|D EA1 NGZ
dảnh|D EA3 NGZ
dãnh|D EA2 NGZ
dánh|D EA4 NGZ
dạnh|D EA5 NGZ
dao|D A0 UZ
dào|D A1 UZ
dảo|D A3 UZ
dão|D A2 UZ
dáo|D A4 UZ
dạo|D A5 UZ
dáp|D A4 PC
dát|D A4 TC
dạt|D A5 TC
dau|D AW0 UZ
dàu|D AW1 UZ
dảu|D AW3 UZ
dãu|D AW2 UZ
dáu|D AW4 UZ
dạu|D AW5 UZ
day|D AW0 IZ
dày|D AW1 IZ
dảy|D AW3 IZ
dãy|D AW2 IZ
dáy|D AW4 IZ
dạy|D AW5 IZ
dắc|D AW4 KC
dặc|D AW5 KC
dăm|D AW0 MZ
dằm|D AW1 MZ
dẳm|D AW3 MZ
dẵm|D AW2 MZ
dắm|D AW4 MZ
dặm|D AW5 MZ
dằn|D AW1 NZ
dặn|D AW5 NZ
dăng|D AW0 NGZ
dằng|D AW1 NGZ
dẳng|D AW3 NGZ
dẵng|D AW2 NGZ
dắng|D AW4 NGZ
dặng|D AW5 NGZ
dắt|D AW4 TC
dặt|D AW5 TC
dâm|D AA0 MZ
dầm|D AA1 MZ
dẩm|D AA3 MZ
dẫm|D AA2 MZ
dấm|D AA4 MZ
dậm|D AA5 MZ
dân|D AA0 NZ
dần|D AA1 NZ
dẩn|D AA3 NZ
dẫn|D AA2 NZ
dấn|D AA4 NZ
dận|D AA5 NZ
dâng|D AA0 NGZ
dầng|D AA1 NGZ
dẩng|D AA3 NGZ
dẫng|D AA2 NGZ
dấng|D AA4 NGZ
dậng|D AA5 NGZ
dấp|D AA4 PC
dập|D AA5 PC
dật|D AA5 TC
dâu|D AA0 UZ
dầu|D AA1 UZ
dẩu|D AA3 UZ
dẫu|D AA2 UZ
dấu|D AA4 UZ
dậu|D AA5 UZ
dây|D AA0 IZ
dầy|D AA1 IZ
dẩy|D AA3 IZ
dẫy|D AA2 IZ
dấy|D AA4 IZ
dậy|D AA5 IZ
de|D E0
dè|D E1
dẻ|D E3
dẽ|D E2
dé|D E4
dẹ|D E5
dem|D E0 MZ
dèm|D E1 MZ
dẻm|D E3 MZ
dẽm|D E2 MZ
dém|D E4 MZ
dẹm|D E5 MZ
den|D E0 NZ
dèn|D E1 NZ
dẻn|D E3 NZ
dẽn|D E2 NZ
dén|D E4 NZ
dẹn|D E5 NZ
deo|D E0 UZ
dèo|D E1 UZ
dẻo|D E3 UZ
dẽo|D E2 UZ
déo|D E4 UZ
dẹo|D E5 UZ
dép|D E4 PC
dẹp|D E5 PC
dét|D E4 TC
dẹt|D E5 TC
dê|D EE0
dề|D EE1
dể|D EE3
dễ|D EE2
dế|D EE4
dệ|D EE5
dếch|D EE4 KC
dêm|D EE0 MZ
dềm|D EE1 MZ
dểm|D EE3 MZ
dễm|D EE2 MZ
dếm|D EE4 MZ
dệm|D EE5 MZ
dên|D EE0 NZ
dền|D EE1 NZ
dển|D EE3 NZ
dễn|D EE2 NZ
dến|D EE4 NZ
dện|D EE5 NZ
dềnh|D EE1 NGZ
dệt|D EE5 TC
dêu|D EE0 UZ
dều|D EE1 UZ
dểu|D EE3 UZ
dễu|D EE2 UZ
dếu|D EE4 UZ
dệu|D EE5 UZ
di|D I0
dì|D I1
dỉ|D I3
dĩ|D I2
dí|D I4
dị|D I5
dia|D IE0
dìa|D IE1
dỉa|D IE3
dĩa|D IE2
día|D IE4
dịa|D IE5
dích|D I4 KC
dịch|D I5 KC
diê|D IE0
diếc|D IE4 KC
diệc|D IE5 KC
diêm|D IE0 MZ
diềm|D IE1 MZ
diểm|D IE3 MZ
diễm|D IE2 MZ
diếm|D IE4 MZ
diệm|D IE5 MZ
diên|D IE0 NZ
diền|D IE1 NZ
diển|D IE3 NZ
diễn|D IE2 NZ
diến|D IE4 NZ
diện|D IE5 NZ
diếp|D IE4 PC
diệp|D IE5 PC
diết|D IE4 TC
diệt|D IE5 TC
diêu|D IE0 UZ
diều|D IE1 UZ
diểu|D IE3 UZ
diễu|D IE2 UZ
diếu|D IE4 UZ
diệu|D IE5 UZ
dim|D I0 MZ
dìm|D I1 MZ
dỉm|D I3 MZ
dĩm|D I2 MZ
dím|D I4 MZ
dịm|D I5 MZ
din|D I0 NZ
dìn|D I1 NZ
dỉn|D I3 NZ
dĩn|D I2 NZ
dín|D I4 NZ
dịn|D I5 NZ
dinh|D I0 NGZ
dình|D I1 NGZ
dỉnh|D I3 NGZ
dĩnh|D I2 NGZ
dính|D I4 NGZ
dịnh|D I5 NGZ
díp|D I4 PC
dịp|D I5 PC
dít|D I4 TC
dịt|D I5 TC
diu|D I0 UZ
dìu|D I1 UZ
dỉu|D I3 UZ
dĩu|D I2 UZ
díu|D I4 UZ
dịu|D I5 UZ
do|D O0
dò|D O1
dỏ|D O3
dõ|D O2
dó|D O4
dọ|D O5
doa|D W A0
doạ|D W A5
dòa|D W A1
dỏa|D W A3
dõa|D W A2
dóa|D W A4
dọa|D W A5
